msno,total_secs,num_unq,paid_sum,plays_total,has_usage,has_payment,auto_renew_rate,cancel_txn_count,total_secs_lag1,total_secs_diff1,num_unq_lag1,num_unq_diff1,paid_sum_lag1,paid_sum_diff1,plays_total_lag1,plays_total_diff1,has_usage_lag1,has_usage_diff1,has_payment_lag1,has_payment_diff1,auto_renew_rate_lag1,auto_renew_rate_diff1,cancel_txn_count_lag1,cancel_txn_count_diff1,is_ativo,is_ativo_fut,churn_3m,label_trust,fut_active_rate,churn_rate_month,safra
+OHjGLoM+0fQOsdAkR0gg7neq1GLchz+CMzq3Tzn+RQ=,268868.741,1464.0,119.0,1615.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OHkhcTVSDqJyqNZML2pvnhHJ0Gh3eOn2E5o125g5YU=,167715.71300000002,751.0,149.0,901.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OIMV9S6Yw3cfng+an1Tc5Sag0eVwS6f6UZw5573sD8=,364042.2729999999,1135.0,,1531.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OIix1QIc/rW0Qs6sovf8LINCnndK5flguqiLlieA+4=,278895.90300000005,827.0,,1142.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OIlcjdh7GiII6r4nY4yFW2xWl1BadjivF0uD0rR0Qo=,179672.11299999998,862.0,,1010.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OJA0NIveTYsa/UHLDoBmPHpSVjgDinsCD6akJYDfa4=,7730.4220000000005,43.0,149.0,45.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OJPH9MZduumcCdKQkmq8IKl1xcqeMSy0wpD6u/81Xo=,163173.81800000006,821.0,,971.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OJjWE83vgI37asGI4Wnnhx7diUGzIGUE/nT+WS0gB8=,137991.334,626.0,,659.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OJsHZCtLkQRuganLA/kA4ciq7EIjqV2ToLlp4C22Ec=,188471.79900000003,744.0,149.0,886.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OKEiVZx1/8aFP9s3Ek1G8GE7GF50TVO5wcBG6aOHdQ=,252272.60200000004,846.0,119.0,1147.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OKKY/8n6YVQANi9prRe8OeB3mlGbV4dZ216IYGK/Ds=,140350.598,530.0,149.0,610.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OKNj2jsh7g7BQazxef/Hrq7jx+P+BaeQH0vgW1v/1M=,135181.74999999997,431.0,149.0,538.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OLIgFOuIKcNiQwBk9sv7BvthpuWrDQp/jhNkmlpqE4=,70374.1,266.0,,322.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OMWC0uDiiLCJhwnQnVihEKM2qNez4VrM4IwM7/5WOg=,92893.948,363.0,149.0,385.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+ONSEE/KxtncZWQ1zJcu2uNKreh7XjuUeGx6KnEm1gE=,16151.9,43.0,149.0,77.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OO+VZpqaW1xqj81NFcgywuAIi6WkfgT5eE0k6I9SqE=,325234.41199999995,1145.0,149.0,1526.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OOI13vcEpp0xm3kwVn8L7C/sl6BShFP7lFWXuBZEME=,6935.039,153.0,,160.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OOx7kJwq+8/ldK9+V18cYr3HqfM3lsXsXT8crYbW2M=,235320.31600000002,381.0,,989.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OOytDybRLJWJvpPQm3ZjIvZV16Uoz5Drb8SDX4sYQk=,297651.84599999996,1168.0,,1404.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OP5NfrtbRondvRGYVh9sBLHoSsU0ZaYJ3arXnsMTRU=,81786.359,140.0,149.0,360.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OP6WhhrgCV3fSlspRiu2TNCsOCTcUdQqLMhBKsNL0s=,45473.742999999995,104.0,149.0,215.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OPh8XIUrKLZvkjRYeMdhp/TH8mV0dmH5zSHmQMpJrQ=,138681.17999999996,534.0,,614.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OPzZgHcIgi+WfMWAmf2gtUMtiQqhP1lgX4vW52hwwg=,4184.67,20.0,,20.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OQ58PAY4LuRxf2VTZbOZz8PqYKXIUTWdjdy+nHrOVc=,183643.72800000003,567.0,,755.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OQ8X0rnnrPOUvtABzE+MRE9zqSjTzSrI42qawMQ2uU=,60881.998,238.0,,241.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OQP7W1gcFZIE1T78wRT43E3ANbQxcOyzXcbrsODvBA=,89119.573,252.0,149.0,409.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+ORWQIWbythry9/g28ZLmxTQmViVK/XRu1DAA24uk1A=,362565.39100000006,1518.0,149.0,1733.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OS2rkoNAjf0XjOW7QHeDMYxXfIX7PZr8NbGX1oeKnw=,1315.915,29.0,,31.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OTPgPfSMnHKHVtnon2UUPR7U8L2VSelABK946107NA=,274630.24600000004,849.0,149.0,1190.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OTc9if/Zm2/ko7AiUybffRfayYr+eBT80oFqjcs84k=,451637.13,817.0,149.0,1735.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OU65TxG4gxzqzHbQzk7fyhy+qnXfTETdoRv4SxBf/E=,345871.51999999996,1452.0,,1582.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OUnTJQlD+ibgVclie1cpNfzPLs7g0jMZUSSgnJzChA=,4539.973,5.0,,22.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OV19fWRzuQF6ac4ZFo+ZOhbfGY6FcAlsdWG3BWuE/U=,43050.236000000004,127.0,119.0,217.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OVEyH4kzrBKl5sZlLUoGg8SaPFDEGEVXNuhn+POapk=,141849.845,558.0,,600.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OWd4vniTH2tMBlZrOUtJElaSSC2rGPdROKyEXAoT8M=,101127.1,33.0,,410.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OXflAqE3IV4GkPDLc7csY8Dj2gTl4RWxLFKnPpJiE4=,322227.45999999996,1696.0,,1778.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OXjawhT7x1qTiXAsriRXiv3+45wP/cN8c7YLlcDIyE=,21863.212000000003,107.0,129.0,110.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OXqBO5CkLCU4h+3ewbGzF8pDdFbpxGTb6Ny+m7MSR0=,27485.996,33.0,149.0,105.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OXt7Ek3wZfNY7ChhKTT9SfFPfUF5IumtBj/Lw8l4P8=,276061.572,1030.0,149.0,1235.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OY2OqzHlyrwIHuJVuBLNwFkNLcMkKAwk2rQQFEwNkQ=,523660.92199999996,1339.0,149.0,2499.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OYhm8yyliWGGkLbdKiG/a+sgqEiES4L7Ul9f/OFKT8=,3067.308,16.0,,19.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OZ/Y27WQJa67pF0d5qTobAIKEtroOhWl1vC4SwdzG8=,62273.422999999995,227.0,149.0,278.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OZo5FxC1kkKsOrsFeIN7cCQEa3mvC28su7vm4eGDD0=,25985.009,149.0,119.0,154.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OZpTmV06HV8oS+YH7REXyiJNsmxgZHzrFUBy/IU47Y=,49649.103,283.0,149.0,309.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OahN+sgh52EOaHHWVfne3NTTll6CkkjmA6JQF9i/oI=,40847.036,145.0,149.0,227.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+ObD3Yi7FYY8USYdo/i8lbl0HMSqoPP7zsdxehAPWbU=,3461.821,13.0,149.0,15.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+ObKWXTgANuyGLk3itJUeu75FEkZbKuLJhhBOz1FkKM=,50019.694,128.0,149.0,235.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+ObstRDDlRx+Pzc2wYPxAX+JOtLINwNYBkVfJNB+IhY=,31391.088000000003,137.0,,149.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OcczX5BUvb7zzKbI6i1/Xc/4Y/7Dsa7WyXbTzZfAJ4=,147107.311,564.0,149.0,667.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oct9IztlgTPxdao+eIZbOwaWPVx3nNI4UpAluTqZ+s=,192249.72499999998,715.0,,774.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Od65d0Pt8UUY2a+sBObJTVrtJfcmQUNSxdqERtHIcA=,221774.18999999997,944.0,,1149.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Od7m7Shb7i1m45SBR/3Ask1o//1Hu5VrZuXdsHiOE0=,14026.478,64.0,149.0,75.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OdokS0DCuoUAqZM4rLplnuavbMU81qSMHzmNVlTx1s=,107553.50399999999,311.0,,496.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OewkSs/v38KzEvV8/D+0G19vtVlBDoKN1r5o7tE2j0=,53366.643000000004,129.0,,313.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Of7vm6GQQivlAf8qdtyIaqw3+dd5F0xC5LVfAD31zs=,137.373,1.0,,1.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OgWRXmK+kpPZEUblbMdM+nuuD3w7zi0cmxaX34k840=,215267.34499999997,766.0,,1220.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OgbxBK+CrTGDP3+jEMKdsGotVKN47Je69W3gPhleWg=,150038.44899999996,527.0,149.0,734.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OgzFpM0ysUOAygsQ3cH5oI0CAj/5k5O4DJB1AEfp6o=,332330.79400000005,943.0,129.0,1713.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OiI5hajtlwUhm7wX3++uZBtkGl/A0JOX9FBxFLSKH4=,13848.829000000002,45.0,1788.0,63.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OikacIew89HUHT248Pa1sYgW11OtlMhBwI4jf0QJVg=,53511.822,458.0,,529.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oinb2nXIr1I7J7yc0eyGiU9OZsbmZvqwukNpnJXSr4=,4565.71,26.0,,30.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oj4CaarfE720E18ngdffHUUjL0a7uvyYI8tOM0q3mQ=,110417.06200000002,435.0,149.0,486.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OjJx4qWqo7/HdF8XyVsCM1wPHmj4XITDZYylzb5Imo=,118644.31300000002,669.0,149.0,810.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OjXDai+IqTnNOE9LUbpwBQX9uF8U5Y2hyp7qt5PorQ=,198678.64099999997,1119.0,149.0,1306.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OkPiZpWC3x/oYpdHwfmQ1XpSvdga9mJKpfDaEpRbqk=,152054.91700000002,592.0,149.0,710.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OklKFUsT4NaY8o2rD8Kptnct497ouiRWWl34WEN0zE=,64293.511999999995,264.0,149.0,394.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OmG4xp/FBydqO9xoNNnSbzEJULgZgbIoEien5ml65w=,1117.22,5.0,,6.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OmKZQRaft20D/V50nMLblTxQs2suL4u6t6AeWg7r/c=,66234.87,281.0,,293.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Omj4jcBixEHT6dSyE7maV9UIV5eMgXFd5sVPQPJZq0=,311184.80499999993,1191.0,149.0,1609.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OmtjIu/g8vm/iyQP5YbOk1Kf9YFNLkV9DlQaNPMDqA=,314493.63099999994,1264.0,119.0,1830.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OnFTdjS6ayIECJ7i0rsUdC3oF7nMyR+CW8RQ/epiBs=,22935.699,135.0,149.0,146.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OnQ5n5yj48tyZ34M3+ztqHhlcQ3MC1tnIkUlk19u/I=,371240.854,226.0,,1441.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OndVPwW7cWpargKP4IddXvbVzL9gA7P8ZV6Q3mTW4A=,19905.68,125.0,149.0,141.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OnvULukLlnEzREBKttV7W5sM6WQ8APJdokN97rd+1U=,344607.5780000001,1492.0,,1710.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oo0/vb6D6BJuO59gW3j68WYDo9P2lU7FWbkBLm3p+g=,5206.535,18.0,149.0,23.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OoOiHJRcSa7hWlhb19azqigWtK0+UXxBkISsD2qXxo=,13478.168000000001,60.0,149.0,65.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OoRKcPJ+mF3AoL9HpN784lzhCBIbYZ/81nO2vhVA8c=,6838.6720000000005,35.0,,47.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oooy8QsZi4Def/OmPYIFurza+JPTmgEMtRUgs+1zK8=,13475.447,47.0,119.0,55.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Ooxh11IOsxqLV46EjQmtqY7l2LjdT6DjpALKjp3Jak=,37331.959,178.0,,205.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OqucWuJ20Ole3hwvNmjHxunlRM4JcSw6f/coyHCQHs=,37715.17600000001,53.0,149.0,146.0,1,1,1.0,1.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OqzW6yE06LRMVvilp1F7j8SglZ8GUQnF55Jw1Dcz6A=,9717.390000000001,58.0,,81.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Or3M6O7mJdAhmyRa0P6OX/lmzVpgOF71+8VGliss08=,165287.15300000002,621.0,,738.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OrLrbT+tvriYIucX1pOITlzkk+hXta08A59txYFXIE=,101182.87500000001,421.0,119.0,456.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Os7L4UwEluNeiOhAP5g+lnWIiBv/Osz0FFCkwh3qvw=,1980.825,10.0,,15.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Ot/uDNQoy0l/H7f++bl6l1pe6E7wOQLJ1b18LIn9sw=,93424.31700000001,281.0,149.0,386.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OvYJBFVusDvmogEvVTEr7B5auNtLzFA/7/z2/+VbfI=,107026.25799999999,362.0,149.0,531.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Ovsc8PqBjW2EHTFplsmI6NmLAHLN93SqnpgX56uBt4=,210490.57500000004,649.0,,969.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Owc1zh0Rm0mokv7siADnYTZSkbn2fnhitioEMUrHtI=,106508.443,632.0,119.0,647.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Owq5jSoATRogiX9jmJ2+J/DylyBNsSfDr0+HmbJnS8=,63.76,1.0,,1.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OxBP3jHcrydxBToWciP867ToamkuTSiqKkhiFgDnpM=,168007.97400000002,619.0,,723.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Oxdkd4Ow+60H/urxtXy08GmkwFltL7J78vfD31OkCE=,23974.674000000003,126.0,149.0,201.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OxvwAiT3rTsVzbBhlTedIZv9KXi7/1yaKi3o7TLCM4=,174142.288,498.0,149.0,834.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OyKeXqjmVNI08Q8+8bV4xNEybRngIECqZ1VOImL+XM=,18048.131,65.0,,67.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OyVNDffGpdLP73PaTv3fYuy7+y1K07pKQXPWDa2q4Y=,562083.82,745.0,119.0,2458.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+OyZ5y0GKI8iM+1cRG1tLCPouJmGzN5SYS9fk4IOMRA=,56431.832,245.0,149.0,270.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+Ozq06F7j1HPMTOicRmVeGDBfirRpL2S3ut/BiIf0lc=,102365.379,391.0,,419.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P+A2t0MgXbcLg4v0VHQnKbf6Gt0Xhwu5T2S4GFbZp8=,136447.71899999998,347.0,,352.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P+fK8bGw1OSLpbVTbzX9wbTsk7YmsKiRuAxx18Jnkw=,2442.661,7.0,149.0,13.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P+wCTQxrOllTiyivYvUuXxMCQXn9FNLSepo/ac5Hic=,22822.906,116.0,129.0,135.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P+xIKTtHEZYhCDJVIOiKAp7PGpLswNj9wrs9NtymGc=,161634.568,373.0,149.0,684.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P/7Pg5OA+25VGxlnaPn+/dLcs4Ro12XDSpSwjLkQ+8=,80285.41899999998,267.0,149.0,326.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P/Dq47f0EKIcJAmj88Uc+mMiyYEeUnzc037kdj3zk0=,28842.074999999993,160.0,,248.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P0KWlmQ9Glurv5+dxq/s6nUWW6n7SC2XRte8wWj8C4=,72962.132,353.0,149.0,405.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P0yAWc7VOF8s5HcZsN/Ii3ggZoec1NaA+NiaBEoEGE=,29371.768000000004,112.0,119.0,158.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P17MmYEcNHEelzgMcwC0zVBkyqimCcf74omSXfAVl0=,678.474,3.0,,4.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P1BSmAf0ZryJI7fdtCnuY0Hm3D/HvQpYxACtubI0FE=,421437.2739999999,1765.0,149.0,1911.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P1cFdJOenQT1doy3V43M9ZfYl8guSL5MMvkoVcYEYQ=,135112.89200000002,691.0,150.0,851.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P1fJiHxmdTT6KsoLaxPDft1lZb8+NSaE26lGK9Kv/4=,40598.00899999999,112.0,149.0,194.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P1kzkt7ns/mruT/WyXzW9ht9tO/WlmVFXCNOBVdqE4=,50576.49,255.0,,330.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P2+P3/d0lUVzkr4u+bgf56nYHsunhD6CN7IKESoj0Y=,147684.004,407.0,149.0,657.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P219OQCa3Ld0NZXfh66D0lqoI1aDRpnR+AO6d5zfiU=,1968.39,11.0,,11.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P3GRAhg25L/cK1HU27ZwkYDgYbiPTovWcA+j3Ga2Ro=,329020.117,1898.0,536.0,2481.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P3RPlpU+X/Cote6CmjWB4AhulDIdKcaPpxNVBuzIuI=,465095.4140000001,1793.0,119.0,2016.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P3ejW2z/zsOn9TBi0WSOI1bc/i/iykbLJTAHfF/IL8=,116374.755,675.0,149.0,736.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P4C6lxAXEOqHmreEffVYXjjThzPATs+AUjT0IzSDg8=,14970.612000000001,59.0,149.0,65.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P4br49wFiEQc/zYWdU7PDtTmSSv3Cff/RUMJMDtcVI=,51482.699,257.0,119.0,357.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P50iJQJbSXqianKbNhaN6+dMBlVMDSo9o87YvHc9rk=,101327.259,351.0,149.0,458.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P6+z5xT4xTNCKxpIYV9vJPqbLtnVgP22n2Sf4Wb8zg=,139043.73599999998,511.0,149.0,668.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P6x138MSqYBXnRBNPzuh3Toa88nRbMrghieXXnZRcE=,97583.09800000001,455.0,149.0,537.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P7TOq9SozNxTtQSgIicETmQIKX2QLd413riEzrTiAQ=,54270.869000000006,162.0,149.0,226.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P7wA55TgivR/6E9CLaEaAIpsKyorjVPFaRXAact3sI=,117417.68,521.0,149.0,683.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P83gcaTeB4JRkgnsA3pfCvrQVhbPtQCO3EOFgymmr8=,35742.522000000004,96.0,,154.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P8SDI1JePJ7IBDI+ZHRcP+yxLMQngpGF9QTniA6rAE=,76701.057,364.0,149.0,445.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P8Xxvhq1K45sFkexp9IphnSlbIkgSXo3lmHZNe72xI=,18308.985,53.0,149.0,101.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P8Y2MqcUWGkXKBouiCugwKCnajnICk0mM5quGEGvTk=,360559.01800000004,1477.0,,1900.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P9FuMGswvMiURqkzdF2HkwK80Ye1b3SJgNOJc9GamM=,326490.71099999995,1630.0,,2233.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P9hpfKdixSeWjYnZwjlUwZXS6X3rdIFMYaFs9rGLO4=,54029.492000000006,283.0,1788.0,325.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+P9iuJPnWdaX53lKpCPZmbDNjns5wbWgJMabxLkO2tA=,21473.246,215.0,,227.0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+PA0nEh91IWxY3V1BQk9IT470g8XB0zOU4t8BZUXL1g=,251469.52300000002,758.0,149.0,1254.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
+PAQqJyCjlJxyhRK4GrFlb8rF10I2zl6q0bo4zFNr4M=,427724.90099999995,1887.0,119.0,2084.0,1,1,1.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,201501
